record_id,source_pdf,source_page,topic_guess,image_index,image_xref,image_filename,image_path,image_width,image_height,image_rect,image_area,page_text,question_prompt
14,korszovet_kepek.pdf,7,TUBERCULOSIS,2,174,page_007_img_02.jpg,data/imported/korszovet_kepek/images/page_007_img_02.jpg,652,480,"70.8,450.0,384.0,680.2",72096.3,"TUBERCULOSIS: tuberculum, tüdő: Mo mentes szarvasmarha tüdőgümőkórtól, nincs friss eset. tüdőlebeny keresztmetszet, szoliter és konglomeratumok.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
15,korszovet_kepek.pdf,8,TUBERCULOSIS,1,177,page_008_img_01.jpg,data/imported/korszovet_kepek/images/page_008_img_01.jpg,945,666,"70.8,70.8,524.5,390.4",144970.6,"Bronchiolus, amelyiknek nincs a falában porc. Bronchus, amelyiknek van.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
16,korszovet_kepek.pdf,8,TUBERCULOSIS,2,179,page_008_img_02.jpg,data/imported/korszovet_kepek/images/page_008_img_02.jpg,945,671,"70.8,417.7,524.5,739.6",146013.8,"Bronchiolus, amelyiknek nincs a falában porc. Bronchus, amelyiknek van.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
17,korszovet_kepek.pdf,9,TUBERCULOSIS,1,182,page_009_img_01.jpg,data/imported/korszovet_kepek/images/page_009_img_01.jpg,945,671,"70.8,70.8,524.5,392.7",145991.2,"epiteloid típusú granuloma, centrális elhalás (friss Tuberc). Közepén neutrofilok, körben epitheloid makrofágok és Langhans típusú óriássejtek.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
18,korszovet_kepek.pdf,9,TUBERCULOSIS,2,184,page_009_img_02.jpg,data/imported/korszovet_kepek/images/page_009_img_02.jpg,945,670,"70.8,445.6,524.5,767.1",145809.7,"epiteloid típusú granuloma, centrális elhalás (friss Tuberc). Közepén neutrofilok, körben epitheloid makrofágok és Langhans típusú óriássejtek.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
19,korszovet_kepek.pdf,10,TUBERCULOSIS,1,187,page_010_img_01.jpg,data/imported/korszovet_kepek/images/page_010_img_01.jpg,945,674,"70.8,70.8,524.5,394.5",146830.3,Langhans közelről:,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
20,korszovet_kepek.pdf,10,TUBERCULOSIS,2,189,page_010_img_02.jpg,data/imported/korszovet_kepek/images/page_010_img_02.jpg,945,671,"70.8,430.1,524.5,752.3",146127.2,Langhans közelről:,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
21,korszovet_kepek.pdf,11,TUBERCULOSIS,1,192,page_011_img_01.jpg,data/imported/korszovet_kepek/images/page_011_img_01.jpg,893,645,"70.8,104.8,499.5,414.4",132697.7,"Érettebb tuberculum, a közepén mészsólerakódás, calcificatio. Madárban nem jellemző a meszesedés, sosem. Bo emberben igen, tüdőszűréskor ezt nézik.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
22,korszovet_kepek.pdf,11,TUBERCULOSIS,2,194,page_011_img_02.jpg,data/imported/korszovet_kepek/images/page_011_img_02.jpg,945,689,"70.8,424.7,524.5,755.4",150005.5,"Érettebb tuberculum, a közepén mészsólerakódás, calcificatio. Madárban nem jellemző a meszesedés, sosem. Bo emberben igen, tüdőszűréskor ezt nézik.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
23,korszovet_kepek.pdf,12,TUBERCULOSIS,1,197,page_012_img_01.jpg,data/imported/korszovet_kepek/images/page_012_img_01.jpg,945,694,"70.8,121.7,524.5,454.6",151003.5,"Ziehl-Neelsen festés: Mycobacteriumok láthatóvá tétele. Sav és alkoholállók ezek a baktériumok. Mindenből kioldódik a piros, kivéve amelynek a fala ezeknek az oldóknak ellenáll. Pálca alakú Mycobactériumok.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
24,korszovet_kepek.pdf,13,PHLEGMONE,1,200,page_013_img_01.jpg,data/imported/korszovet_kepek/images/page_013_img_01.jpg,945,514,"70.8,180.7,524.5,427.4",111903.1,"PHLEGMONE- kutya, subcutis Bővérű, dilatált erek, fénylik a szövet az ödéma miatt, gennyes infiltráció. Diffúz és súlyos gyulladás. A tályog ugyanennek a ksz tokkal körülvett változata, ami kevésbé súlyos. Ez a diffúz forma most. Lipociták: bőr alatti ksz ben vagyunk. Erek kitöltöttek, véráramlás lassúbbodik. Rengeteg infiltráló neurtofil grcy Több szépen kitelt ér, haemostasis, kis erekben trhombosis. Microvascularis thrombosis, DIC. Homogén, acidofilan festődő anyag az éren belül a trombus.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
25,korszovet_kepek.pdf,13,PHLEGMONE,2,202,page_013_img_02.jpg,data/imported/korszovet_kepek/images/page_013_img_02.jpg,945,486,"70.8,454.6,524.5,687.8",105779.5,"PHLEGMONE- kutya, subcutis Bővérű, dilatált erek, fénylik a szövet az ödéma miatt, gennyes infiltráció. Diffúz és súlyos gyulladás. A tályog ugyanennek a ksz tokkal körülvett változata, ami kevésbé súlyos. Ez a diffúz forma most. Lipociták: bőr alatti ksz ben vagyunk. Erek kitöltöttek, véráramlás lassúbbodik. Rengeteg infiltráló neurtofil grcy Több szépen kitelt ér, haemostasis, kis erekben trhombosis. Microvascularis thrombosis, DIC. Homogén, acidofilan festődő anyag az éren belül a trombus.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
26,korszovet_kepek.pdf,14,PHLEGMONE,1,205,page_014_img_01.jpg,data/imported/korszovet_kepek/images/page_014_img_01.jpg,945,489,"70.8,121.7,524.5,356.4",106459.9,"Kollagenolízis: a sok gy sejt és reakció nyomán cytokin felszabadulás, rostok szétesése, szöveti destrukció. Normálisan párhuzamos kollagénrostok. Itt pici töredékek. Úszik az egész a szöveti plazmában: IS oedema. Erek áteresztőképessége miatt van plazmakilépés. Bőr alatti ksz mélyén vázizomrostok is szétesnek. Párhuzamos kötegekbe rendeződnek normálisan itt. Neutrofil infiltráció","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
27,korszovet_kepek.pdf,14,PHLEGMONE,2,207,page_014_img_02.jpg,data/imported/korszovet_kepek/images/page_014_img_02.jpg,945,492,"70.8,429.7,524.5,665.8",107117.6,"Kollagenolízis: a sok gy sejt és reakció nyomán cytokin felszabadulás, rostok szétesése, szöveti destrukció. Normálisan párhuzamos kollagénrostok. Itt pici töredékek. Úszik az egész a szöveti plazmában: IS oedema. Erek áteresztőképessége miatt van plazmakilépés. Bőr alatti ksz mélyén vázizomrostok is szétesnek. Párhuzamos kötegekbe rendeződnek normálisan itt. Neutrofil infiltráció","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
28,korszovet_kepek.pdf,15,VÉRZÉSES GYULLADÁS,1,210,page_015_img_01.jpg,data/imported/korszovet_kepek/images/page_015_img_01.jpg,650,486,"70.8,197.6,382.8,431.1",72847.3,"VÉRZÉSES GYULLADÁS- kutya, vékonybél. Sötétvörös elszíneződés, nyirokcsomók extrém megnagyobbodása, véres infiltrációval. Parvo, ami inkább elhalásos bgy, de itt ennek következménye a vérzéses bgy. Megvastagodott bélszakasz, oedemás, véresen beszűrt. Híg véres tartalom. Bűzös. Limfoid depléció: a nyiroktüszőből kiáramlanak a szövetbe, a Peyer plaque besüllyed. Bélfal vastag, nyh, propria, submucosa, izomréteg, savóshártya. Benne véres exsudátum a lumenben. A lamina propria a nyh teljes vastagságában vvs infiltrátum. Duodenum, lecsupaszított vékonyb villusok Villusok szinte teljesen X, vvs infiltrátum, gyulladásos sejtek a propria maradékában, erősen destruált kripták. Lieberkünhben szaporodik, a kripták diszfunkcionálnak, nincs mi pótolja az enterocitákat. Durva villus atrófia, rövidülés.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
29,korszovet_kepek.pdf,15,VÉRZÉSES GYULLADÁS,2,212,page_015_img_02.jpg,data/imported/korszovet_kepek/images/page_015_img_02.jpg,811,422,"70.8,504.9,460.1,707.5",78881.5,"VÉRZÉSES GYULLADÁS- kutya, vékonybél. Sötétvörös elszíneződés, nyirokcsomók extrém megnagyobbodása, véres infiltrációval. Parvo, ami inkább elhalásos bgy, de itt ennek következménye a vérzéses bgy. Megvastagodott bélszakasz, oedemás, véresen beszűrt. Híg véres tartalom. Bűzös. Limfoid depléció: a nyiroktüszőből kiáramlanak a szövetbe, a Peyer plaque besüllyed. Bélfal vastag, nyh, propria, submucosa, izomréteg, savóshártya. Benne véres exsudátum a lumenben. A lamina propria a nyh teljes vastagságában vvs infiltrátum. Duodenum, lecsupaszított vékonyb villusok Villusok szinte teljesen X, vvs infiltrátum, gyulladásos sejtek a propria maradékában, erősen destruált kripták. Lieberkünhben szaporodik, a kripták diszfunkcionálnak, nincs mi pótolja az enterocitákat. Durva villus atrófia, rövidülés.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
30,korszovet_kepek.pdf,16,VÉRZÉSES GYULLADÁS,1,215,page_016_img_01.jpg,data/imported/korszovet_kepek/images/page_016_img_01.jpg,945,495,"70.8,129.7,524.5,367.5",107866.1,"Regenerálódni próbáló kripták, osztódó sejtalakok, nem egy sejtsorban hanem összevissza. A legyengült kriptahámsejtek beesnek a lumenbe, a többi elvékonyodik. Sok limfocita. Magzárványok: Parvo + Submucosában kitágult erek a gyull miatt. Haemostasis. Drenálják a gyull területet a nyirokerek. Tönkretett, és regenerálódó kripták. Lecsupaszodás, kilépő vvs, gy sejtek: plazmasejtek: ovális sejtek, excentrikus smag helyeződés és nagy citoplazma. Limfociták: pici kerek, sötét magok, ahol nincs cyplazma.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
31,korszovet_kepek.pdf,16,VÉRZÉSES GYULLADÁS,2,217,page_016_img_02.jpg,data/imported/korszovet_kepek/images/page_016_img_02.jpg,945,491,"70.8,424.5,524.5,660.1",106845.5,"Regenerálódni próbáló kripták, osztódó sejtalakok, nem egy sejtsorban hanem összevissza. A legyengült kriptahámsejtek beesnek a lumenbe, a többi elvékonyodik. Sok limfocita. Magzárványok: Parvo + Submucosában kitágult erek a gyull miatt. Haemostasis. Drenálják a gyull területet a nyirokerek. Tönkretett, és regenerálódó kripták. Lecsupaszodás, kilépő vvs, gy sejtek: plazmasejtek: ovális sejtek, excentrikus smag helyeződés és nagy citoplazma. Limfociták: pici kerek, sötét magok, ahol nincs cyplazma.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
32,korszovet_kepek.pdf,17,FIBRINES,1,220,page_017_img_01.jpg,data/imported/korszovet_kepek/images/page_017_img_01.jpg,945,491,"70.8,70.9,524.5,306.7",106981.6,"FIBRINES > KRUPPOS GYULLADÁS- borjú, vékonybél. Makroszkóposan: sárgás elszíneződés a bélkacsokon kívülről is látszódik. A lumenben a fibrin látszik át és az sárgás. Mesenth nycs megnagyobbodása, mesenth. erek kiteltek, haemostasis. Kruppos: a felületen ül a rengeteg fibrines exsudatum, könnyen leváló álhártya. Az epe színezi meg az elhalt szövetmasszát. (diphteroid esetben lehéz levonni a fibrinréteget, mert mélyen","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
33,korszovet_kepek.pdf,17,FIBRINES,2,222,page_017_img_02.jpg,data/imported/korszovet_kepek/images/page_017_img_02.jpg,945,700,"70.8,371.9,524.5,708.0",152432.3,"FIBRINES > KRUPPOS GYULLADÁS- borjú, vékonybél. Makroszkóposan: sárgás elszíneződés a bélkacsokon kívülről is látszódik. A lumenben a fibrin látszik át és az sárgás. Mesenth nycs megnagyobbodása, mesenth. erek kiteltek, haemostasis. Kruppos: a felületen ül a rengeteg fibrines exsudatum, könnyen leváló álhártya. Az epe színezi meg az elhalt szövetmasszát. (diphteroid esetben lehéz levonni a fibrinréteget, mert mélyen","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
34,korszovet_kepek.pdf,18,FIBRINES,1,225,page_018_img_01.jpg,data/imported/korszovet_kepek/images/page_018_img_01.jpg,729,543,"70.8,112.8,420.8,373.4",91214.5,"infiltrálja a nyh-t, csak azzal együtt szakadna le) Itt a felszínen ül a fibrines exsudatum. Alatta elhalt bnyh. A fibrindugó és a bnyh közt nagy üreg: ez fxálás, szövettani feldolgozás miatt van csak. A bnyh és lumen határa; lumenben a fibrines massza- acidofilen festődik, rózsazsín tömeg. Benne epepigment szemcsék és béltartalom, növényi fragmentekkel (borjú). Bélnyh boholy rövidülés, atrófia, fúzió. A propriában a kripták, a villusok maradványaival felettük. 1:7 arány helyett...","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
35,korszovet_kepek.pdf,18,FIBRINES,2,227,page_018_img_02.jpg,data/imported/korszovet_kepek/images/page_018_img_02.jpg,945,491,"70.8,488.9,524.5,724.7",106936.2,"infiltrálja a nyh-t, csak azzal együtt szakadna le) Itt a felszínen ül a fibrines exsudatum. Alatta elhalt bnyh. A fibrindugó és a bnyh közt nagy üreg: ez fxálás, szövettani feldolgozás miatt van csak. A bnyh és lumen határa; lumenben a fibrines massza- acidofilen festődik, rózsazsín tömeg. Benne epepigment szemcsék és béltartalom, növényi fragmentekkel (borjú). Bélnyh boholy rövidülés, atrófia, fúzió. A propriában a kripták, a villusok maradványaival felettük. 1:7 arány helyett...","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
36,korszovet_kepek.pdf,19,FIBRINES,1,230,page_019_img_01.jpg,data/imported/korszovet_kepek/images/page_019_img_01.jpg,945,494,"70.8,70.9,524.5,308.0",107571.2,"A gyull miatt a felszíni enterociták elkezdenek leválni: denudáció, lecsupaszodás. Felszívás romlik. Ez szalmonellózisos borjú volt, kripták mellett nagyon pici pálcák, baktériumtömeg a propriában a gyull sejtek közt. A Salmonellák inkább 1000x nagyításban látszanának.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
37,korszovet_kepek.pdf,19,FIBRINES,2,232,page_019_img_02.jpg,data/imported/korszovet_kepek/images/page_019_img_02.jpg,945,629,"70.8,364.2,524.5,666.1",136941.8,"A gyull miatt a felszíni enterociták elkezdenek leválni: denudáció, lecsupaszodás. Felszívás romlik. Ez szalmonellózisos borjú volt, kripták mellett nagyon pici pálcák, baktériumtömeg a propriában a gyull sejtek közt. A Salmonellák inkább 1000x nagyításban látszanának.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
38,korszovet_kepek.pdf,20,FIBRINES,1,235,page_020_img_01.jpg,data/imported/korszovet_kepek/images/page_020_img_01.jpg,945,489,"70.8,70.9,524.5,305.8",106550.6,"mononukleáris sejtek: vírusra ugranak limfociták: pici, nincs plazma, sötét kerek mag plazmasejtek: excentrikus mag kerékküllő szerű rajzolat makrofágok: nagy, világos magok neutrofilek: szegmentált magok eddig voltak a gyulladások, innentől Onkopatológia","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
39,korszovet_kepek.pdf,21,LYMPHOMA,1,238,page_021_img_01.jpg,data/imported/korszovet_kepek/images/page_021_img_01.jpg,445,301,"70.8,96.7,284.5,241.3",30902.3,"LYMPHOMA (macska, gyomor)- fe a leggyakoribb alimentáris limfóma, kereksejtes dag. Igen komplex csoport, sokféle megjelenés és típus, változatos. Domináns sejttípus alapján szokták felosztani: B, T, NK sejtek pl. Kép: nem nodulusok, hanem a megvastagodás miatti kiöblösödésekről van szó. Szürkéssárga, szalonnás fényű metszéslap. Alimentáris limfoma: hajlamos kifekélyesedni. Mindig az egészséges és az elváltozás határát kell nézni. Baloldalt hámfelszín, egészséges, jobbra már a daganatos sejttömeg. Kitelt erek a gyomorfalban, ez tumoroknál is jellemző.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
40,korszovet_kepek.pdf,21,LYMPHOMA,2,240,page_021_img_02.jpg,data/imported/korszovet_kepek/images/page_021_img_02.jpg,446,303,"284.5,95.8,498.5,241.1",31076.2,"LYMPHOMA (macska, gyomor)- fe a leggyakoribb alimentáris limfóma, kereksejtes dag. Igen komplex csoport, sokféle megjelenés és típus, változatos. Domináns sejttípus alapján szokták felosztani: B, T, NK sejtek pl. Kép: nem nodulusok, hanem a megvastagodás miatti kiöblösödésekről van szó. Szürkéssárga, szalonnás fényű metszéslap. Alimentáris limfoma: hajlamos kifekélyesedni. Mindig az egészséges és az elváltozás határát kell nézni. Baloldalt hámfelszín, egészséges, jobbra már a daganatos sejttömeg. Kitelt erek a gyomorfalban, ez tumoroknál is jellemző.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
41,korszovet_kepek.pdf,21,LYMPHOMA,3,242,page_021_img_03.jpg,data/imported/korszovet_kepek/images/page_021_img_03.jpg,945,695,"70.8,319.5,524.5,653.1",151298.3,"LYMPHOMA (macska, gyomor)- fe a leggyakoribb alimentáris limfóma, kereksejtes dag. Igen komplex csoport, sokféle megjelenés és típus, változatos. Domináns sejttípus alapján szokták felosztani: B, T, NK sejtek pl. Kép: nem nodulusok, hanem a megvastagodás miatti kiöblösödésekről van szó. Szürkéssárga, szalonnás fényű metszéslap. Alimentáris limfoma: hajlamos kifekélyesedni. Mindig az egészséges és az elváltozás határát kell nézni. Baloldalt hámfelszín, egészséges, jobbra már a daganatos sejttömeg. Kitelt erek a gyomorfalban, ez tumoroknál is jellemző.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
42,korszovet_kepek.pdf,22,LYMPHOMA,1,247,page_022_img_01.jpg,data/imported/korszovet_kepek/images/page_022_img_01.jpg,945,493,"70.8,70.8,524.5,307.6",107412.5,"Zoom: limfoid sejtek, nagy kék tömeg Még közelebb: csak neoplasztikus limfoid sejtek (nem limfocita, ami az érett sejtalak, azok cytopl nélküli, nagy kerek sötétkék sejtmag lenne.) Itt nagy sejtmag, nagy citoplazmával= még éretlen sejtek, inkább limfoblasztoknak felelnek meg. Elvétve egy-egy érettebb. Kevésbé basofil a cypl az éretlennél. Sárga nyíl: osztódó sejtalakok. (alább) Profázis( még kerek mag de tömörül a kromatin, ezért erősen bazofil a normálhoz képest, a piros nyíl alatt egy cm rel van egy), metafázis, anafázis, telofázis. Ezekkel tele van egy malignus tumor. Piros nyíl: APOPTÓZIS. Apoptózis indukció, majd megkisebbedés, körülötte egy üres udvar, ahol addig volt. (Limfómáknál a vörövérsejtekhez képest adjuk meg a sejtek méretét->rangsorolás)","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
